id,Wnvpresent
1,0.018369301726416667
2,0.011241883418544325
3,0.02987899094552015
4,0.04824588535464515
5,0.04824588535464515
6,0.04824588535464515
7,0.04824588535464515
8,0.04824588535464515
9,0.001294719061322187
10,0.0007870471491132329
11,0.002129158675818943
12,0.0034995057802505226
13,0.0034995057802505226
14,0.0034995057802505226
15,0.0034995057802505226
16,0.0034995057802505226
17,0.007586879981191341
18,0.004623412443702828
19,0.01242612759968506
20,0.02028895697991168
21,0.02028895697991168
22,0.02028895697991168
23,0.02028895697991168
24,0.02028895697991168
25,0.0026961859379737957
26,0.0016398875926041286
27,0.004429857169023949
28,0.007270167778566019
29,0.007270167778566019
30,0.007270167778566019
31,0.007270167778566019
32,0.007270167778566019
33,0.0008262949969139587
34,0.0005022043462326448
35,0.0013592486543943592
36,0.00223518417213901
37,0.00223518417213901
38,0.00223518417213901
39,0.00223518417213901
40,0.00223518417213901
41,0.004456667636177639
42,0.002712532434650569
43,0.00731404213930831
44,0.011981362748076155
45,0.011981362748076155
46,0.011981362748076155
47,0.011981362748076155
48,0.011981362748076155
49,0.003086535090523685
50,0.001877595606697613
51,0.005069928272191857
52,0.008317207482856364
53,0.008317207482856364
54,0.008317207482856364
55,0.008317207482856364
56,0.008317207482856364
57,0.0036441912984196074
58,0.00221731386542828
59,0.005983780870928527
60,0.009810609280553483
61,0.009810609280553483
62,0.009810609280553483
63,0.009810609280553483
64,0.009810609280553483
65,0.00917443702866732
66,0.005594358586151847
67,0.015010982212430595
68,0.024468894274464494
69,0.024468894274464494
70,0.024468894274464494
71,0.024468894274464494
72,0.024468894274464494
73,0.00917443702866732
74,0.005594358586151847
75,0.015010982212430595
76,0.024468894274464494
77,0.024468894274464494
78,0.024468894274464494
79,0.024468894274464494
80,0.024468894274464494
81,0.003086535090523685
82,0.001877595606697613
83,0.005069928272191857
84,0.008317207482856364
85,0.008317207482856364
86,0.008317207482856364
87,0.008317207482856364
88,0.008317207482856364
89,0.005482569383455573
90,0.003338289608243631
91,0.00899175583081206
92,0.01471380967996579
93,0.01471380967996579
94,0.01471380967996579
95,0.01471380967996579
96,0.01471380967996579
97,0.006363170783715348
98,0.0038758225033538756
99,0.010430085844925389
100,0.017051695877000755
101,0.017051695877000755
102,0.017051695877000755
103,0.017051695877000755
104,0.017051695877000755
105,1.4492779183726358e-05
106,8.805593736582475e-06
107,2.3853005628158252e-05
108,3.925833897422393e-05
109,3.925833897422393e-05
110,3.925833897422393e-05
111,3.925833897422393e-05
112,3.925833897422393e-05
113,0.007983486680921737
114,0.004865862446310104
115,0.013072375351160057
116,0.021335293969566
117,0.021335293969566
118,0.021335293969566
119,0.021335293969566
120,0.021335293969566
121,1.5044526211763259e-05
122,9.140828876508202e-06
123,2.4761092125461257e-05
124,4.075288427236295e-05
125,4.075288427236295e-05
126,4.075288427236295e-05
127,4.075288427236295e-05
128,4.075288427236295e-05
129,0.0026961859379737957
130,0.0016398875926041286
131,0.004429857169023949
132,0.007270167778566019
133,0.007270167778566019
134,0.007270167778566019
135,0.007270167778566019
136,0.007270167778566019
137,0.002982378965415764
138,0.0018141612957913262
139,0.004899170820468785
140,0.008037963805342153
141,0.008037963805342153
142,0.008037963805342153
143,0.008037963805342153
144,0.008037963805342153
145,0.010083314062084557
146,0.006150772350995003
147,0.01648844189600163
148,0.026851874044760797
149,0.026851874044760797
150,0.026851874044760797
151,0.026851874044760797
152,0.026851874044760797
153,0.013264961979868775
154,0.008101717531728565
155,0.021646942662083786
156,0.03513679976097795
157,0.03513679976097795
158,0.03513679976097795
159,0.03513679976097795
160,0.03513679976097795
161,0.010889974924479446
162,0.006644943343214936
163,0.017798297399683315
164,0.028960766664903183
165,0.028960766664903183
166,0.028960766664903183
167,0.028960766664903183
